ID,Name,Rarity,Category,Sell,Buy
2366,"Great Desert Outpost, Loc Lac",4,Soundtrack,900,9000
2367,The Lovely Feast,4,Soundtrack,900,9000
2368,Savage of the Ancient Forest,4,Soundtrack,900,9000
2369,Beast with Fire Upon its Back - Zorah Magdaros,4,Soundtrack,900,9000
2370,Even Elder Dragons Tremble - Nergigante,4,Soundtrack,900,9000
2371,The Shadow Upon the Tempest - Kushala Daora (World Version),4,Soundtrack,900,9000
2372,Ruler of the Flame - Teostra (World Version),4,Soundtrack,900,9000
2373,Keeper of Hades - Vaal Hazak,4,Soundtrack,900,9000
2374,The Invading Tyrant - Bazelgeuse,4,Soundtrack,900,9000
2375,Guiding Lamp to the Otherworld,4,Soundtrack,900,9000
2376,How Life Springs Anew,4,Soundtrack,900,9000
2377,Demonic Glutton - Deviljho: World Version,4,Soundtrack,900,9000
2378,The Brilliance that Rules the Everstream - Kulve Taroth: Confrontation,4,Soundtrack,900,9000
2379,The Brilliance that Rules the Everstream - Kulve Taroth: Transformation,4,Soundtrack,900,9000
2380,The Brilliance that Rules the Everstream - Kulve Taroth: Tremor,4,Soundtrack,900,9000
2381,Empress of the Flame - Lunastra: World Version,4,Soundtrack,900,9000
2382,From the Rumblings Come a Song,4,Soundtrack,900,9000
2383,A Single Bloom in an Eternity,4,Soundtrack,900,9000
2384,The Beast Bares Its Fangs - Tigrex: World Version,4,Soundtrack,900,9000
2385,The Scorching Blade - Glavenus: World Version,4,Soundtrack,900,9000
2386,Brutish Indigo - Brachydios: World Version,4,Soundtrack,900,9000
2387,Splendiferous Silver Sovereign - Velkhana,4,Soundtrack,900,9000
2388,Golden Mane - Rajang: World Version,4,Soundtrack,900,9000
2389,Proof of a Hero: Sebastian Schwartz Remix,4,Soundtrack,900,9000
2390,The Merry Band: The Sound Room Remix,4,Soundtrack,900,9000
2391,Spark of Blue - Zinogre: Sebastian Schwartz Remix,4,Soundtrack,900,9000
2392,Brutish Indigo - Brachydios: The Sound Room Remix,4,Soundtrack,900,9000
2393,To The Ones With Life: The Sound Room Remix,4,Soundtrack,900,9000
2394,Barley Field Walkway,4,Soundtrack,900,9000
2395,Hunter of the Violent Sands,4,Soundtrack,900,9000
2396,Cazador Del Monstruo,4,Soundtrack,900,9000
2397,"Gather Up, Everyone! ~ Sunsnug Isle",4,Soundtrack,900,9000
2398,Red Glare in the Darkness - Nargacuga: World Version,4,Soundtrack,900,9000
2399,Spark of Blue - Zinogre: World Version,4,Soundtrack,900,9000
2400,The Howling Lone Wolf - Yian Garuga: World Version,4,Soundtrack,900,9000
2401,Morning Star of the Dark Tide - Namielle,4,Soundtrack,900,9000
2402,World's End - Arch-Tempered Nergigante,4,Soundtrack,900,9000
2403,Brutish Indigo Rages,4,Soundtrack,900,9000
2404,The Emperor Emerges From Under the Veil,4,Soundtrack,900,9000
2405,For the Emperor's Amusement,4,Soundtrack,900,9000
2406,Proof of a Hero (MH Swing),4,Soundtrack,900,9000
2407,Ruler of the Flame - Teostra (MH Swing),4,Soundtrack,900,9000
2408,Splendid Bed,4,Furniture,900,9000
2409,Towering Desserts,4,Furniture,900,9000
2410,Melynx Doll,4,Furniture,900,9000
2411,Splendid Silver Pot,4,Furniture,900,9000
2412,Splendid Gold Pot,4,Furniture,900,9000
2413,Plum Flower Pot,4,Furniture,900,9000
2414,Decorative Tree,4,Furniture,900,9000
2415,Flower Decoration (Small),4,Furniture,900,9000
2416,Flower Decoration (Large),4,Furniture,900,9000
2417,Tropical Planting,4,Furniture,900,9000
2418,Fun Fright Pumpkins,4,Furniture,900,9000
2419,Model Fifth Fleet Ship,4,Furniture,900,9000
2420,Model Modified Ship,4,Furniture,900,9000
2421,Model Research Base,4,Furniture,900,9000
2422,Model Base Camp,4,Furniture,900,9000
2423,Graceful Tea Set,4,Furniture,900,9000
2424,Dark Pot,4,Furniture,900,9000
2425,Earth Tone Pot,4,Furniture,900,9000
2426,Rathalos Mask,4,Furniture,900,9000
2427,Rathian Mask,4,Furniture,900,9000
2428,Kulu-Ya-Ku Mask,4,Furniture,900,9000
2429,Ghostly Fun Fright Ornament,4,Furniture,900,9000
2430,Felyne Balloon,4,Furniture,900,9000
2431,Grimalkyne Balloon (White),4,Furniture,900,9000
2432,Grimalkyne Balloon (Black),4,Furniture,900,9000
2433,Gajalaka Balloon,4,Furniture,900,9000
2434,Hanging Rathalos Mask,4,Furniture,900,9000
2435,Hanging Rathian Mask,4,Furniture,900,9000
2436,Hanging Kulu-Ya-Ku Mask,4,Furniture,900,9000
2437,Palico Portraits 2,4,Furniture,900,9000
2438,Palico Portraits 3,4,Furniture,900,9000
2439,Palico Portraits 4,4,Furniture,900,9000
2440,Break Time Sketch,4,Furniture,900,9000
2441,Ancient Forest Flora Painting,4,Furniture,900,9000
2442,Still Life Painting,4,Furniture,900,9000
2443,Splendid Dresser,4,Furniture,900,9000
2444,Familiar Lights (Yellow),4,Furniture,900,9000
2445,Familiar Lights (White),4,Furniture,900,9000
2446,Faint Lights,4,Furniture,900,9000
2447,Luxury Lights (White),4,Furniture,900,9000
2448,Cute Lights (Blue),4,Furniture,900,9000
2449,Cute Lights (White),4,Furniture,900,9000
2450,Simple Lights (Yellow),4,Furniture,900,9000
2451,Simple Lights (White),4,Furniture,900,9000
2452,Splendid Lights,4,Furniture,900,9000
2453,Chandeliers,4,Furniture,900,9000
2454,Poogie Lanterns,4,Furniture,900,9000
2455,Joyful Lanterns,4,Furniture,900,9000
2456,Sky Lantern Lights,4,Furniture,900,9000
2457,Splendid Wall Shelf (Large),4,Furniture,900,9000
2458,Splendid Wall Shelf (Small),4,Furniture,900,9000
2459,Hoarfrost Reach Painting 2,4,Furniture,900,9000
2460,New World Maps,4,Furniture,900,9000
2461,Palico Portraits 5,4,Furniture,900,9000
2462,Fun Fright Cloth,4,Furniture,900,9000
2463,1st Fleet Banner,4,Furniture,900,9000
2464,2nd Fleet Banner,4,Furniture,900,9000
2465,3rd Fleet Banner,4,Furniture,900,9000
2466,4th Fleet Banner,4,Furniture,900,9000
2467,5th Fleet Banner,4,Furniture,900,9000
2468,Wildlife Painting,4,Furniture,900,9000
2469,Astera Painting,4,Furniture,900,9000
2470,Council Meeting Portrait,4,Furniture,900,9000
2471,Playtime Portrait,4,Furniture,900,9000
2472,Splendid Rugs (1F),4,Furniture,900,9000
2473,Splendid Rugs (2F),4,Furniture,900,9000
2474,Paper Lantern,4,Furniture,900,9000
2475,Poogie Lamp,4,Furniture,900,9000
2476,Round Paper Lanterns,4,Furniture,900,9000
2477,Pumpkin Lantern,4,Furniture,900,9000
2478,Research Set,4,Furniture,900,9000
2479,Kitchen Set,4,Furniture,900,9000
2480,Rathalos Bust,4,Furniture,900,9000
2481,Treasure Chest,4,Furniture,900,9000
2482,Flower Decoration (XL),4,Furniture,900,9000
2483,Giant Stuffed Felyne Doll,4,Furniture,900,9000
2484,Giant Stuffed Poogie Doll,4,Furniture,900,9000
2485,Giant Stuffed Grimalkyne Doll,4,Furniture,900,9000
2486,Equipment Display,4,Furniture,900,9000
2489,Scoutfly Cage,4,Furniture,900,9000
2490,Shieldspire Stooge,4,Furniture,900,9000
2491,Great Jagras Figure,4,Furniture,900,9000
2492,Nergigante Figure,4,Furniture,900,9000
2493,Kushala Daora Figure,4,Furniture,900,9000
2494,Dodogama Figure,4,Furniture,900,9000
2495,Rathalos Figure,4,Furniture,900,9000
2496,Anjanath Figure,4,Furniture,900,9000
2497,Elegant Floor (Blue),4,Furniture,900,9000
2498,Elegant Floor (Green),4,Furniture,900,9000
2499,Elegant Floor (White),4,Furniture,900,9000
2500,Elegant Floor (Gold),4,Furniture,900,9000
2501,Cute Floor (Blue),4,Furniture,900,9000
2502,Cute Floor (Green),4,Furniture,900,9000
2503,Cute Floor (Gray),4,Furniture,900,9000
2504,Luxury Wood Floor,4,Furniture,900,9000
2505,Straw Floor (Green),4,Furniture,900,9000
2506,Straw Floor (Brown),4,Furniture,900,9000
2507,Wooden Floor (Black),4,Furniture,900,9000
2508,Bamboo Floor (Green),4,Furniture,900,9000
2509,Bamboo Floor (Brown),4,Furniture,900,9000
2510,Ceramic Tile Floor (Blue),4,Furniture,900,9000
2511,Ceramic Tile Floor (Peach),4,Furniture,900,9000
2512,Ceramic Tile Floor (Aqua),4,Furniture,900,9000
2513,Striped Wall (Peach),4,Furniture,900,9000
2514,Striped Wall (Gray),4,Furniture,900,9000
2515,Striped Wall (Yellow),4,Furniture,900,9000
2516,Ceramic Tile Wall (Blue),4,Furniture,900,9000
2517,Ceramic Tile Wall (Gray),4,Furniture,900,9000
2518,Ceramic Tile Wall (Pastel),4,Furniture,900,9000
2519,Luxury Patterned Wall (Gold),4,Furniture,900,9000
2520,Luxury Patterned Wall (Blue),4,Furniture,900,9000
2521,Luxury Patterned Wall (Red),4,Furniture,900,9000
2522,Luxury Patterned Wall (Green),4,Furniture,900,9000
2523,Splendid Wall,4,Furniture,900,9000
2524,Wooden Wall (Black),4,Furniture,900,9000
2525,Stucco Wall (Clay),4,Furniture,900,9000
2526,Bamboo Wall (Green),4,Furniture,900,9000
2527,Bamboo Wall (Brown),4,Furniture,900,9000
2528,Marble Wall (Gray),4,Furniture,900,9000
2529,Splendid Sofa,4,Furniture,900,9000
2530,Joyful Platter,4,Furniture,900,9000
2531,Luxury Platter,4,Furniture,900,9000
2532,Full Bloom Platter,4,Furniture,900,9000
2533,Sizzling Spice Platter,4,Furniture,900,9000
2534,Tobi-Kadachi Figure,4,Furniture,900,9000
2535,Barioth Figure,4,Furniture,900,9000
2536,Banbaro Figure,4,Furniture,900,9000
2537,Boaboa Tribe Figures,4,Furniture,900,9000
2538,Velkhana Figure,4,Furniture,900,9000
2539,Legiana Figure,4,Furniture,900,9000
2540,Beotodus Figure,4,Furniture,900,9000
2541,Nargacuga Figure,4,Furniture,900,9000
2542,Pukei-Pukei Figure,4,Furniture,900,9000
2543,Grimalkyne Figures,4,Furniture,900,9000
2544,Glavenus Figure,4,Furniture,900,9000
2545,Rathian Figure,4,Furniture,900,9000
2546,Kulu-Ya-Ku Figure,4,Furniture,900,9000
2547,Zinogre Figure,4,Furniture,900,9000
2548,Yian Garuga Figure,4,Furniture,900,9000
2549,Great Girros Figure,4,Furniture,900,9000
2550,Tigrex Figure,4,Furniture,900,9000
2551,Odogaron Figure,4,Furniture,900,9000
2552,Radobaan Figure,4,Furniture,900,9000
2553,Namielle Figure,4,Furniture,900,9000
2554,Paolumu Figure,4,Furniture,900,9000
2555,Tzitzi-Ya-Ku Figure,4,Furniture,900,9000
2556,Rajang Figure,4,Furniture,900,9000
2557,Kirin Figure,4,Furniture,900,9000
2558,Lunastra Figure,4,Furniture,900,9000
2559,Vaal Hazak Figure,4,Furniture,900,9000
2560,Teostra Figure,4,Furniture,900,9000
2561,Gajalaka Figures,4,Furniture,900,9000
2562,Brachydios Figure,4,Furniture,900,9000
2563,Uragaan Figure,4,Furniture,900,9000
2564,Lavasioth Figure,4,Furniture,900,9000
2565,Grand Appreciation Figure,4,Furniture,900,9000
2566,Marble Wall (White),4,Furniture,900,9000
2567,Marble Floor (White),4,Furniture,900,9000
2568,Green Herb,4,Furniture,900,9000
2569,Red Herb,4,Furniture,900,9000
2570,Blue Herb,4,Furniture,900,9000
2571,First Aid Sprays,4,Furniture,900,9000
2572,Mr. Raccoon,4,Furniture,900,9000
2573,Creepy Rugs (1F),4,Furniture,900,9000
2574,Creepy Rugs (2F),4,Furniture,900,9000
2575,S.T.A.R.S. Plaque Set 1,4,Furniture,900,9000
2576,S.T.A.R.S. Plaque Set 2,4,Furniture,900,9000
2577,Typewriter,4,Furniture,900,9000
2578,Item Box,4,Furniture,900,9000
2579,Fun Fright Platter,4,Furniture,900,9000
2580,Gold Poogie,4,Furniture,900,9000
2581,Joyful Snowman,4,Furniture,900,9000
2582,Appreciative Snowman,4,Furniture,900,9000
2583,Blooming Snowman,4,Furniture,900,9000
2584,Sizzling Snowman,4,Furniture,900,9000
2585,Frightful Snowman,4,Furniture,900,9000
2586,Sky Lanterns,4,Furniture,900,9000
2587,Splendid Flag,4,Furniture,900,9000
2588,Hanging Assorted Flowers,4,Furniture,900,9000
2589,Glowing Fun Fright Ornament,4,Furniture,900,9000
2590,Relief,4,Furniture,900,9000
2591,Admiral Painting,4,Furniture,900,9000
2592,Splendid Wall Hanging,4,Furniture,900,9000
2593,Palico Portraits 6,4,Furniture,900,9000
2594,Poogie Painting 2,4,Furniture,900,9000
2595,Masterpiece Sketches,4,Furniture,900,9000
2596,Showy Rugs (1F),4,Furniture,900,9000
2597,Showy Rugs (2F),4,Furniture,900,9000
2598,Pukei-Pukei Decoration,4,Furniture,900,9000
2599,Fun Fright Stooge,4,Furniture,900,9000
2600,Jyuratodus Figure,4,Furniture,900,9000
2601,Barroth Figure,4,Furniture,900,9000
2602,Diablos Figure,4,Furniture,900,9000
2603,Safi'jiiva Figure,4,Furniture,900,9000
2604,Xeno'jiiva Figure,4,Furniture,900,9000
2605,Wulg Figures,4,Furniture,900,9000
2606,Herbivore Figures,4,Furniture,900,9000
2607,Kulve Taroth Figure,4,Furniture,900,9000
2608,Bazelgeuse Figure,4,Furniture,900,9000
2609,Deviljho Figure,4,Furniture,900,9000
2610,Shara Ishvalda Figure 1,4,Furniture,900,9000
2611,Shara Ishvalda Figure 2,4,Furniture,900,9000
2612,Alatreon Figure,4,Furniture,900,9000
2613,Fatalis Figure,4,Furniture,900,9000
2614,The Bustling Heart of the Snowy Village (MH Swing),4,Soundtrack,900,9000
2615,Scat Cat Fever (MH Swing),4,Soundtrack,900,9000
2616,In Search of Hidden Springs (MH Swing),4,Soundtrack,900,9000
2617,Scat Cat Fever,4,Soundtrack,900,9000
2618,Felyne Soup Strategy!,4,Soundtrack,900,9000
2619,Chime from a Shimmering Bell - Alatreon: World version,4,Soundtrack,900,9000
2620,A Day on Pokke Farm (MH The Jazz),4,Soundtrack,900,9000
2621,Felynes of Yukumo Farm (MH The Jazz),4,Soundtrack,900,9000
2622,The Hunters' Secret Spring (MH The Jazz),4,Soundtrack,900,9000
2623,Winds of Adventure (MH The Jazz),4,Soundtrack,900,9000
2624,Proof of a Hero (MH The Jazz),4,Soundtrack,900,9000
2625,The Legend Descends - Fatalis: World Version,4,Soundtrack,900,9000
2626,Limitless Courage,4,Soundtrack,900,9000
2627,The Final Confrontation,4,Soundtrack,900,9000
2628,Boaboa Feast,4,Furniture,900,9000
2629,Popo Sculpture,4,Furniture,900,9000
2630,Boaboa Raft,4,Furniture,900,9000
2631,Friendly Gift,4,Furniture,900,9000
2632,Green Pukei-Pukei Plushie,4,Furniture,900,9000
2633,Coral Pukei-Pukei Plushie,4,Furniture,900,9000
2634,Palico Portraits 7,4,Furniture,900,9000
2635,Pukei-Pukei Portrait,4,Furniture,900,9000
2636,Boaboa Hut,4,Furniture,900,9000
2637,Felyne Statues,4,Furniture,900,9000
2638,Grimalkyne Mud Sculptures,4,Furniture,900,9000
2639,Popo Sculptures,4,Furniture,900,9000
2640,Beotodus Skull,4,Furniture,900,9000
2641,Boaboa Gear,4,Furniture,900,9000
2642,Lynian Gathering!,4,Furniture,900,9000
2643,Lumu Doll (White),4,Furniture,900,9000
2644,Lumu Doll (Purple),4,Furniture,900,9000
2645,Moly Doll,4,Furniture,900,9000
2646,Moly Doll (Green),4,Furniture,900,9000
2647,Moly Doll (Yellow),4,Furniture,900,9000
2648,Moly Doll (Peach),4,Furniture,900,9000
2649,Moly Doll (Black),4,Furniture,900,9000
2650,Moly Doll (Red),4,Furniture,900,9000
2651,Moly Doll (White),4,Furniture,900,9000
2652,Fatalis Painting,4,Furniture,900,9000
2653,Rajang Doll (Black),4,Furniture,900,9000
2654,Rajang Doll (Gold),4,Furniture,900,9000
2655,Schrade Banner,4,Furniture,900,9000
2656,Iceborne's End - Arch-Tempered Velkhana,4,Soundtrack,900,9000
2657,Roar - Rathalos,4,Soundtrack,900,9000
2658,Blood Red Horn - Monoblos,4,Soundtrack,900,9000
2675,Freezer Ticket,9,Materials,500,5000
2676,Pearlspring Ticket,9,Materials,500,5000
2677,Snowball,4,Materials,1,10
2678,Snowman,4,Materials,100,1000
2679,Namielle Ticket,12,Materials,1600,16000
2681,Velkhana Ticket,12,Materials,1600,16000
2682,Frostfang Ticket,11,Materials,1400,14000
2683,Green Herb,2,Support Items,30,300
2684,Red Herb,2,Support Items,20,200
2685,Mixed Herb (G+R),3,Support Items,100,1000
2686,Steel Melding Ticket,6,Materials,10,100
2687,Silver Melding Ticket,7,Materials,50,500
2688,Steel Melding Feystone,6,Materials,1,10
2689,Silver Melding Feystone,7,Materials,1,10
2690,Gold Melding Ticket,10,Materials,100,1000
2691,Astral Melding Ticket,11,Materials,500,5000
2692,Gold Melding Feystone,10,Materials,1,10
2693,Astral Melding Feystone,11,Materials,1,10
2694,Dragonforce Chunk,12,Materials,1000,10000
2696,Dracolite Shard,8,Materials,100,1000
2697,Dracolite,9,Materials,200,2000
2698,Large Dracolite,10,Materials,300,3000
2699,Rigid Dracolite,11,Materials,400,4000
2700,Pure Dracolite,12,Materials,500,5000
2701,Silversnow Pelt,11,Materials,4900,49000
2702,Bergcrusher Claw,11,Materials,7600,76000
2703,Silverwhite Frostfang,11,Materials,10300,103000
2704,Black Eagle Blueprint,10,Materials,800,8000
2705,Wiggler Pot,9,Materials,500,5000
2706,S.T.A.R.S. Badge,12,Materials,1500,15000
2710,Joyful Ticket,9,Materials,400,4000
2711,Penguin Ticket,10,Materials,800,8000
2712,Sealed Dragon Cloth,10,Materials,800,8000
2713,Buff Ticket,10,Materials,800,8000
2714,Pickaxe Ticket,10,Materials,800,8000
2715,Gratitude Ticket,9,Materials,400,4000
2716,Wyverian Ticket,10,Materials,800,8000
2717,Fest Ticket,10,Materials,800,8000
2718,Meaty Canteen Ticket,10,Materials,800,8000
2719,Azure Era Seal,11,Materials,1000,10000
2720,Large Azure Era Gem,12,Materials,1500,15000
2721,Full Bloom Ticket,9,Materials,400,4000
2722,Whetfish Ticket,10,Materials,800,8000
2723,Downy Crake Ticket II,10,Materials,800,8000
2724,Sizzling Spice Ticket,9,Materials,400,4000
2725,Shepherd Hare Ticket,10,Materials,800,8000
2726,Spirited Canteen Ticket,10,Materials,800,8000
2727,Fun Fright Ticket,9,Materials,400,4000
2728,Black Bandana,10,Materials,800,8000
2729,Scarf Ticket,10,Materials,800,8000
2730,Unity Symbol,10,Materials,800,8000
2732,Goldspring Ticket,10,Materials,800,8000
2733,Large Beast Tear,5,Materials,500,5000
2734,Magnificent Pelt,10,Materials,9000,90000
2735,VIP Joyful Ticket,12,Materials,10000,100000
2736,VIP Gratitude Ticket,12,Materials,10000,100000
2737,VIP Full Bloom Ticket,12,Materials,10000,100000
2738,VIP Sizzling Spice Ticket,12,Materials,10000,100000
2739,VIP Fun Fright Ticket,12,Materials,10000,100000
2740,Banishing Ball,9,Support Items,40,400
2742,Dragonforce Chunk (Sword),12,Materials,1000,10000
2743,Dragonforce Chunk (Blade),12,Materials,1000,10000
2744,Dragonforce Chunk (Fang),12,Materials,1000,10000
2745,Dragonforce Chunk (Claws),12,Materials,1000,10000
2746,Dragonforce Chunk (Snout),12,Materials,1000,10000
2747,Dragonforce Chunk (Buster),12,Materials,1000,10000
2748,Dragonforce Chunk (Crusher),12,Materials,1000,10000
2749,Dragonforce Chunk (Horn),12,Materials,1000,10000
2750,Dragonforce Chunk (Axe),12,Materials,1000,10000
2751,Dragonforce Chunk (Shield),12,Materials,1000,10000
2752,Dragonforce Chunk (Spear),12,Materials,1000,10000
2753,Dragonforce Chunk (Shot),12,Materials,1000,10000
2754,Dragonforce Chunk (Cannon),12,Materials,1000,10000
2755,Dragonforce Chunk (Bow),12,Materials,1000,10000
2756,Fatalis Shard,11,Materials,8400,84000
2757,Fatalis Cortex,11,Materials,9300,93000
2758,Fatalis Pectus,11,Materials,10300,103000
2759,Fatalis Hardhorn,11,Materials,12100,121000
2760,Fatalis Evil Eye,12,Materials,30000,300000
2761,Fatalis Fellwing,11,Materials,11200,112000
2762,Herbivore Ticket I,10,Materials,800,8000
2763,Herbivore Ticket II,10,Materials,800,8000
2764,Inner Eye Ticket,11,Materials,1600,16000
2765,Buff Ticket+,12,Materials,1600,16000
2768,Chocolate,10,Materials,800,8000
2769,Artemis's Notebook,11,Materials,800,8000
2770,Zinogre Ticket,10,Materials,800,8000
2771,Brute Tigrex Ticket,10,Materials,800,8000
