_id,name,rarity,carry_capacity,buy,sell,description,icon_name,icon_color,account
323,Bealite Ore,4,99,1400,140,An ore that contains high amounts of gold. Can be used to create stronger metals.,icon_ore,6,0
324,Lightcrystal,4,99,11500,1150,An extremely hard substance with a faint glow. Sometimes used for crafting tools.,icon_ore,10,0
325,Dragonite Ore,4,99,4800,480,An ore that yields metal superior to that of Machalite. Rare and valuable.,icon_ore,2,0
326,Firestone,4,99,8600,860,Combusts even at room temperature. Its high heat can be used to fuse materials.,icon_ore,1,0
327,Allfire Stone,8,99,51600,5160,An ore that blazes with an all-consuming flame. Requires considerable skill to mine.,icon_ore,1,0
328,Lava Nugget,4,99,5300,530,Melted rock stripped from the body of an Uragaan or Agnaktor. Various ores are mixed within.,icon_ore,7,0
329,Carbalite Ore,6,99,6800,680,An ore still being researched. It yields even better metal than Dragonite.,icon_ore,5,0
330,Eltalite Ore,8,99,12800,1280,A promising new ore that produces higher quality metal than Carbalite Ore.,icon_ore,1,0
331,Meldspar Ore,8,99,19200,1920,"An ore composed of a durable, flexible metal that works well as a combining agent.",icon_ore,0,0
332,Novacrystal,6,99,24400,2440,"A brightly glowing crystal. Extremely hard, it's also used to make armory tools.",icon_ore,0,0
333,Purecrystal,8,99,73200,7320,A crystal that's 100% pure. Hard enough to be used in workshop tools.,icon_ore,6,0
334,Fucium Ore,6,99,10200,1020,Ore composed of a mysterious metal; capable of fusing nearly any two materials together.,icon_ore,8,0
335,Firecell Stone,6,99,17200,1720,A magma-like deposit that only trained hands can properly work with.,icon_ore,7,0
336,Rainbow Ore,6,99,9600,960,A beautiful multi-colored ore. Colors and properties depend on many variables.,icon_ore,8,0
337,Pristine Ore,9,99,3000,300,An exquisite ore sure to elicit a gasp from veteran smiths. Used for forging and upgrading armor.,icon_ore,5,0
338,Ultimas Crystal,8,99,75000,7500,A crystal used to reinforce metal. It improves both durability and shock absorbency.,icon_ore,4,0
339,Aquaglow Jewel,4,99,500,50,An indispensable item used in Decorations.,icon_jewel,6,0
340,Sunspire Jewel,4,99,3500,350,An indispensable item used in Decorations.,icon_jewel,0,0
341,Bloodrun Jewel,5,99,5300,530,An indispensable item used in Decorations. A shame that these are so high-end.,icon_jewel,5,0
342,Lazurite Jewel,5,99,8800,880,An indispensable item used in Decorations. This one doesn't come along often.,icon_jewel,4,0
343,Adamant Orb,8,99,10000,1000,An indispensable item used in Decorations. A rare orb that houses immense power.,icon_jewel,11,0
344,Sovereign Orb,8,99,15000,1500,An indispensable item used in Decorations. Rare and brimming with fierce power.,icon_jewel,1,0
345,Armor Stone,4,99,1500,150,Reacts uniquely to heat. Combine with other materials to create equipment coating.,icon_ore,0,0
346,Armor Sphere,4,99,800,80,Reacts uniquely to heat. Fuse this to equipment to increase its strength.,icon_sphere,3,0
347,Armor Sphere+,4,99,3000,300,Fuse this high-quality Armor Sphere to existing equipment to increase its strength.,icon_sphere,2,0
348,Adv Armor Sphere,5,99,3000,300,"A dense, rigid Armor Sphere. Rare, but enables higher- level equipment upgrades.",icon_sphere,7,0
349,Hard Armor Sphere,5,99,4000,400,"A thick, dense Armor Sphere. Use this precious rarity to push equipment to the limit.",icon_sphere,5,0
350,Heavy Armor Sphere,6,99,6000,600,"A thick, dense Armor Sphere. Use this precious rarity to push armor to the limit.",icon_sphere,1,0
351,King Armor Sphere,8,99,7000,700,A brightly glowing Armor Sphere. Use this scarce commodity to take your armor to new heights.,icon_sphere,4,0
352,True Armor Sphere,9,99,8000,800,An Armor Sphere of near-perfect purity. Its abilities require advanced techniques to extract.,icon_sphere,6,0
353,Mystery Charm,4,10,0,0,A modest good luck charm. What does it do? Finish the Quest and you'll find out.,icon_charm_stone,0,0
354,Shining Charm,5,10,0,0,A curious good luck charm. What does it do? Finish the Quest and you'll find out.,icon_charm_stone,4,0
355,Timeworn Charm,6,10,0,0,A powerful good luck charm. What does it do? Finish the Quest and you'll find out.,icon_charm_stone,1,0
356,Enduring Charm,8,10,0,0,A mysterious good-luck charm. What does it do? Finish the Quest and you'll find out.,icon_charm_stone,3,0
357,Rustshard,5,3,0,0,"Looks like a lump of dirt, but it's actually rusted metal. Try polishing it...",icon_question_mark,10,0
358,Ancient Shard,7,3,0,0,"A fossil? No, it appears to be metal... With a little polish, it could be more.",icon_question_mark,10,0
359,Rare Fish,1,10,20,2,A lightly braised fish. Recovers the red portion of the Health Gauge when eaten.,icon_fish,6,0
360,Burnt Fish,1,10,10,1,"A fish burnt to a crisp. Sometimes recovers Health, but can also cause harm...",icon_fish,10,0
361,Gourmet Fish,2,10,80,40,Recovers the red portion of the Health Gauge and increases natural recovery.,icon_fish,7,0
362,Whetfish,1,20,135,45,A fish with a dorsal fin hard enough to be used to sharpen weapons.,icon_fish,4,0
363,Sushifish,1,10,90,45,A fatty fish that can restore a small amount of Health. Helps cure Bleeding.,icon_fish,7,0
364,Sleepyfish,2,10,90,45,A fish that contains sleeping agents.,icon_fish,6,0
365,Pin Tuna,1,30,190,50,"A fish with jaws covered in tiny, needle-like spikes.",icon_fish,10,0
366,Speartuna,5,10,10000,1000,A giant fish that's both rare and valuable. It looks like it could be used for something...,icon_fish,3,0
367,Popfish,2,40,38,15,A fish that literally pops when it dies.,icon_fish,10,0
368,Scatterfish,4,10,300,150,A fish that splits into little pieces when it dies.,icon_fish,10,0
369,Burst Arowana,4,10,90,45,A fish that bursts open when it dies.,icon_fish,2,0
370,Bomb Arowana,4,10,270,135,A fish that explodes when it dies.,icon_fish,5,0
371,Glutton Tuna,4,10,128,13,A fish that eats anything -- allowing you to sometimes get items from its stomach.,icon_fish,7,0
372,Gastronome Tuna,6,5,228,23,"An enormous Glutton Tuna. Will eat anything, no matter the size.",icon_fish,7,0
373,Ancient Fish,6,99,15000,1500,A precious fish; almost every part can be used as material.,icon_fish,10,0
374,Small Goldenfish,4,99,5000,500,"A small, rare, gold fish. Commands a high price.",icon_fish,4,0
375,Wanchovy,2,20,140,48,A fish that can induce exhaustion.,icon_fish,2,0
376,Blue Cutthroat,4,99,1000,100,A fish that emits blue light. Its sharp body will cut you to pieces if you're not careful.,icon_fish,6,0
377,Humspun Conch,4,99,1000,100,"A giant, spiked conch shell. If you listen closely, you can hear the melody of the tides within.",icon_scale,0,0
378,Armored Bream,5,99,600,60,"A fish with massive scales, which have a wyvern-like quality to them.",icon_fish,0,0
379,Sharqskin,4,99,3800,380,The skin of a carnivorous fish. Sought after for its unique feel and texture.,icon_hide,3,0
380,Springnight Carp,5,99,1000,100,A species of carp whose arrival signals the start of the breeding season.,icon_fish,8,0
381,Tailed Frog,4,99,1000,100,A rare frog that retained its tail. This only happens under special conditions.,icon_hide,6,0
382,Guardfish,8,99,25000,2500,"An armored fish with a golden sheen. Sell it at a high price, or use it in crafting.",icon_fish,11,0
383,Insect Husk,1,10,10,1,The remains of a dead insect.,icon_bug,10,0
384,Godbug,4,10,420,210,An insect said to live for a thousand years.,icon_bug,0,0
385,Bitterbug,1,10,20,2,A sharp-tasting bug with innate healing abilities. Eat one for a 50% chance of curing Poison.,icon_bug,3,0
386,Flashbug,2,10,96,48,An insect that emits a powerful flash when it dies.,icon_bug,4,0
387,Thunderbug,4,99,300,150,An insect that emits electricity when struck. Has many applications.,icon_bug,4,0
388,Stinkhopper,1,99,60,6,A grasshopper with a foul odor. Make fishing lures with it; its scent drives explosive fish wild.,icon_bug,1,0
389,Snakebee Larva,1,99,300,30,An unusual larva to make fishing lures with; its scent drives the best fish wild.,icon_bug,7,0
390,Stygian Worm,8,99,20000,2000,"Spins a jet-black silk which, when woven into cloth, can withstand wyvern claws.",icon_bug,16,0
391,Carpenterbug,4,99,1200,120,Uses viscous fluids and sharp jaws to construct ant hills that are a sight to behold.,icon_bug,10,0
392,Shiny Beetle,4,99,2000,200,An insect with dazzling wings. Its hard shell is often used as an abrasive.,icon_bug,2,0
393,Hercudrome,4,99,5400,540,Said to be the world's strongest bug. Used in forging and other things.,icon_bug,1,0
394,Fulgurbug,4,99,3500,350,Thunderbugs which have been stimulated by Zinogre. They emit a pale blue light.,icon_bug,3,0
395,King Scarab,6,99,8000,800,"The royal class of the scarabs, with a hard shell and lustrous wings.",icon_bug,5,0
396,Rare Scarab,6,99,10000,1000,A rare and valuable insect that greatly assists in the bonding of metals.,icon_bug,4,0
397,Blossom Cricket,4,99,1800,180,A beautiful bell cricket resembling a flower. Its sound opens even the hardest of hearts.,icon_bug,8,0
398,Great Hornfly,5,99,600,60,"An insect with a giant horn, massive shell, and wings of butterfly-like beauty.",icon_bug,4,0
399,Butterfly Beetle,5,99,2200,220,A strange insect with the large jaws of a beetle and the delicate wings of a butterfly.,icon_bug,10,0
400,Great Ladybug,6,99,600,60,A giant insect with a very hard shell. Protects crops by eating harmful pests.,icon_bug,1,0
401,Emperor Hopper,8,99,12000,1200,A grasshopper with an exceptionally strong shell. Prized as a crafting material.,icon_bug,11,0
402,Flutterfly,8,99,18000,1800,"A butterfly with shimmering wings. So rarely seen in the wild, many believe it to be a myth.",icon_bug,0,0
403,Toxic Kumori,4,99,4800,480,An insect that possesses a powerful poison used by certain tribes for hunting.,icon_bug,4,0
404,Large Toxic Kumori,6,99,9600,960,"The largest of the Kumori, it possesses a deadly poison banned by many countries.",icon_bug,4,0
405,Lethal Kumori,8,99,19200,1920,"An irregular Kumori that carries a fast-acting, lethal poison. You'd need a miracle to survive...",icon_bug,4,0
406,Dracophage Bug,4,99,5000,500,"It likes Dragonfell Berries, causing it to store Dragon Element energy in its body.",icon_bug,10,0
407,Monster Bone S,3,99,100,10,A very useful material; indispensable for both hunting and daily life.,icon_bone,4,0
408,Monster Bone M,4,99,2100,210,"A nicely-sized bone. Strong yet flexible, it's as reliable as steel and wood.",icon_bone,4,0
409,Monster Bone L,4,99,4400,440,Wyvern bone needed to craft larger items. The right item will fuse this to a shell.,icon_bone,4,0
410,Mystery Bone,1,99,10,1,A weathered bone. Not sturdy enough to use for crafting.,icon_bone,4,0
411,Unknown Skull,4,99,1200,120,"Animal skull. So worn and weathered, its origin is unidentifiable.",icon_bone,4,0
412,Huge Unknown Skull,8,99,7800,780,A large weather-worn skull of unknown origin. It looks strong enough to be used in crafting.,icon_bone,4,0
413,Monster Bone+,4,99,5600,560,"A high-quality monster bone. Hard to obtain, but vital for crafting powerful equipment.",icon_bone,7,0
414,Monster Keenbone,6,99,6600,660,A rare bone with a razor- sharp tip that retains its strength even when crafted.,icon_bone,8,0
415,Monster Hardbone,6,99,8400,840,A precious bone rarely yielded by large wyverns. Difficult to forge but prized for its strength.,icon_bone,1,0
416,Monster Toughbone,8,99,10900,1090,Arguably the strongest type of bone; it radiates an incredible strength and presence.,icon_bone,14,0
417,Monster Slogbone,8,99,13200,1320,An incredibly strong bone harvested from a fearsome wyvern. Its heft is impressive.,icon_bone,10,0
418,Elder Dragon Bone,4,99,8800,880,A bone from an elder dragon. It exudes the great majesty of the beast.,icon_bone,5,0
419,Lrg ElderDragon Bone,8,99,15000,1500,Top-grade bone from a large wyvern. Its rough and majestic shape tells a vivid tale.,icon_bone,5,0
420,Avian Finebone,6,99,2100,210,"A bone from a Jaggi or other bird wyvern. Small in size, but high in quality.",icon_bone,3,0
421,Avian Stoutbone,8,99,8000,800,The robust bone of a bird wyvern. Durable and easy to craft with.,icon_bone,6,0
422,Large Herbivore Bone,8,99,6300,630,"The thick, sturdy bone of a herbivore. Up there with the best of them.",icon_bone,13,0
423,Brute Bone,4,99,200,20,The stout bone of a brutish monster. An easy-to-work material.,icon_bone,0,0
424,Jumbo Bone,4,99,1500,150,"A large, thick bone. Often cut apart in workshops for use in crafting.",icon_bone,0,0
425,Stoutbone,6,99,6000,600,"The large, sturdy bone of a beast. Prized by blacksmiths as a prime forging material.",icon_bone,0,0
426,Massive Bone,8,99,12000,1200,An impossibly hard bone from a large beast. Exceeds all known standards for crafting material.,icon_bone,0,0
427,Dragonbone Relic,6,99,5000,500,A curiously unfossilized bone from a dragon that once roamed these lands.,icon_bone,0,0
428,Dragonbone Artifact,8,99,15000,1500,Rare bone from an elder dragon that once ruled the land. A mysterious power lies within.,icon_bone,11,0
429,Irregular Bone,6,99,6600,660,A bone with an unusual shape and color. It can be made into valuable equipment.,icon_bone,0,0
430,Irregular Stoutbone,7,99,8800,880,An extra hard bone with an unusual shape and color. Used to create equipment.,icon_bone,0,0
431,Irregular Slogbone,9,99,11400,1140,A bone with an unusual shape and color. Its unusual sturdiness is used to forge strong armor.,icon_bone,0,0
432,Wyvern Fang,3,50,58,6,"Used in Bowgun bullet points. Gunpowder shatters these, generating shrapnel.",icon_fang,0,0
433,Wyvern Claw,3,50,180,18,Used in Bowgun bullet points. Gunpowder triggers a blast with a wide radius.,icon_fang,0,0
434,Sharp Claw,4,99,1200,120,"A shining black claw. Unlike wyvern claws, this is shaped to grip objects.",icon_fang,10,0
435,Piercing Claw,8,99,10800,1080,"Dangerous to touch with bare hands, it's used as a knife in some workshops.",icon_fang,10,0
436,Sharp Fang,4,99,1700,170,Fangs come in many shapes and sizes -- the right fang for the right job.,icon_fang,7,0
437,Crushing Fang,8,99,15300,1530,Fangs come in many shapes and sizes -- the right fang for the right job.,icon_fang,4,0
438,Bird Wyvern Gem,7,99,48500,4850,A valuable gem that can be harvested from Jaggi and other bird wyverns.,icon_monster_jewel,3,0
439,Fey Wyvern Gem,9,99,97000,9700,An exceptionally pure gem taken from a bird wyvern. Its fragility makes it difficult to carve.,icon_monster_jewel,4,0
440,Wyvern Gem,7,99,60000,6000,"Throughout a wyvern's life, impurities gather and form this peculiar gem.",icon_monster_jewel,6,0
441,Lrg Wyvern Gem,9,99,120000,12000,A Wyvern Gem grown especially large after years of collecting mass. Emits a peculiar glow.,icon_monster_jewel,3,0
442,Elder Dragon Blood,4,99,15000,1500,"Contains an unknown ingredient, the object of much scholarly research.",icon_liquid,1,0
443,Pure Dragon Blood,6,99,45000,4500,Elder dragon blood that contains a more potent mix of its mysterious ingredient.,icon_liquid,1,0
444,Viscous Dragon Blood,8,99,135000,13500,"Rare even among elder dragons, this mysterious blood has unknown potential.",icon_liquid,14,0
445,Steel Egg,4,15,10000,1000,"An egg of glittering steel. Very valuable and rare, but of no use to a hunter...?",icon_egg,10,0
446,Silver Egg,4,15,100000,10000,"An egg of glittering silver. Very valuable and rare, but of no use to a hunter...?",icon_egg,0,0
447,Golden Egg,4,15,200000,20000,"An egg of glittering gold. Insanely valuable and rare, but of no use to a hunter...?",icon_egg,4,0
448,Platinum Egg,9,15,1000000,100000,"An egg of glittering platinum. Absurdly valuable and rare, but of no use to a hunter.",icon_egg,0,0
449,Slickaxe,4,99,0,0,A small pickaxe that looks useless for mining. It seems to have a strange power...,icon_pickaxe,5,0
450,Screamer Sac,4,99,150,15,A monster organ that emits an earsplitting sonic blast when ruptured.,icon_sac,10,0
451,Poison Sac,4,99,960,96,A monster organ that contains a lethal toxin. Handle with extreme care.,icon_sac,5,0
452,Toxin Sac,6,99,2880,288,A monster organ filled with an extremely potent toxin. Just touching it is dangerous.,icon_sac,5,0
453,Deadly Poison Sac,8,99,8640,864,A monster's internal organ filled with a most lethal toxin. Use extreme care!,icon_sac,5,0
454,Paralysis Sac,4,99,1200,120,A monster organ that contains paralyzing neurotoxins.,icon_sac,4,0
455,Omniplegia Sac,6,99,3600,360,A monster organ filled with potent neurotoxins. A single touch can cause Paralysis.,icon_sac,4,0
456,Ultraplegia Sac,8,99,10800,1080,A monster organ filled with highly concentrated neurotoxins. Handle with extreme care.,icon_sac,4,0
457,Sleep Sac,4,99,2300,230,A monster organ that contains a knockout powder capable of inducing Sleep.,icon_sac,3,0
